feature,genre,n_valid_windows,first_window,last_window,first_value,last_value,last_minus_first,mean_value,median_value
duration_ms,brazilian rock,34,1982,2015,213079.26086956522,220856.0612244898,7776.800354924577,223705.3462565362,223836.7438336857
duration_ms,classic rock,61,1955,2015,140933.23076923078,205597.91525423728,64664.684485006495,228053.08753889592,236167.1442687747
duration_ms,country,53,1955,2015,158737.4347826087,212908.25057471264,54170.81579210394,201998.90749957075,208186.7837837838
duration_ms,death metal,33,1983,2015,221286.0,255907.41971830986,34621.41971830986,244069.3053191473,244958.2663316583
duration_ms,disco,46,1970,2015,206095.7,249086.0701754386,42990.370175438584,267939.69472326286,266454.6136585366
duration_ms,doom metal,33,1983,2015,347076.6666666667,380518.28571428574,33441.61904761905,365489.61921815807,368838.7521367521
duration_ms,dream pop,34,1982,2015,229038.34782608695,226202.71495327103,-2835.6328728159133,260201.92490975044,254730.82959183672
duration_ms,easy listening,47,1959,2015,164612.13043478262,226543.2105263158,61931.080091533164,221362.76356347025,226120.48
duration_ms,electronic,45,1971,2015,296488.0,239744.19326025172,-56743.80673974828,269737.04997876636,261586.75784190715
duration_ms,experimental,52,1964,2015,187546.125,244256.19556714472,56710.07056714472,252238.13919495902,251989.91262931033
duration_ms,folk,57,1959,2015,185788.0,233832.80187695517,48044.80187695517,231224.85559060646,230760.0
duration_ms,funk,51,1965,2015,224417.25,210916.7896039604,-13500.46039603959,257553.3846177199,259404.5
duration_ms,glam rock,39,1967,2015,242324.08333333334,231416.38461538462,-10907.698717948719,235153.82496280217,233134.8148148148
duration_ms,gothic rock,34,1977,2015,232610.74193548388,274599.4705882353,41988.72865275142,272333.04725784174,265817.9723389356
duration_ms,grunge,32,1984,2015,184516.7,232335.62564102563,47818.92564102562,243742.67586910177,247950.4648353681
duration_ms,hard rock,51,1965,2015,255132.58536585365,238397.9344262295,-16734.650939624145,256533.26602794672,251212.95951417004
duration_ms,hardcore,39,1977,2015,136423.4,215222.29978118162,78798.89978118162,192536.67392166477,198075.2962962963
duration_ms,hardcore punk,32,1976,2015,97423.35,181289.32941176472,83865.97941176471,152969.31463977142,158590.463362069
duration_ms,indie rock,33,1983,2015,228947.3,224439.13606261287,-4508.163937387115,225512.30027826165,227787.7739075364
duration_ms,industrial,35,1981,2015,261691.30434782608,272230.04858299595,10538.74423516987,276527.63619804353,273080.7481481481
duration_ms,jazz,61,1955,2015,269983.32402234635,268506.1,-1477.224022346374,287144.30637893616,271959.28846153844
duration_ms,latin,40,1965,2015,208571.65,212872.32065217392,4300.670652173925,233899.93340672986,234061.45669291337
duration_ms,metal,48,1968,2015,337933.05,276047.66584158415,-61885.384158415836,278784.62324288447,276593.67869281047
duration_ms,mpb,53,1963,2015,192587.3,225999.72786177107,33412.42786177108,220182.45926099792,226319.92708333334
duration_ms,new wave,43,1973,2015,190283.37037037036,254534.6150442478,64251.24467387743,253948.348677821,256062.64102564103
duration_ms,pop,57,1959,2015,148252.18181818182,212845.85399892647,64593.672180744645,222645.51804767267,229358.04787234042
duration_ms,pop rock,32,1982,2015,242629.80952380953,218087.83603603602,-24541.973487773503,229198.27333929346,225821.29414610547
duration_ms,post-hardcore,35,1981,2015,190167.57142857142,226572.62847790506,36405.05704933364,219862.81001289404,228161.4128166915
